date,cpi_level,infl
1937-01-01,5.55879999999999,3.649913158691831
1937-04-01,5.63123333333333,5.622880913688388
1937-07-01,5.7399,5.958710497255026
1937-10-01,5.87863333333333,5.594205096121252
1938-01-01,5.72773333333333,2.9937616009518164
1938-04-01,5.766,2.365011652051585
1938-07-01,5.72776666666666,-0.21160953162722151
1938-10-01,5.72776666666666,-2.5998615330843133
1939-01-01,5.65536666666666,-1.271492679852071
1939-04-01,5.6674,-1.7248140436378234
1939-07-01,5.82636666666666,1.7067899558911082
1939-10-01,6.3293,9.986395226234146
1940-01-01,6.5486,14.664633950211293
1940-04-01,6.72366666666666,17.090318187125277
1940-07-01,6.88056666666666,16.63074200750121
1940-10-01,7.15213333333333,12.222103497831661
1941-01-01,7.26076666666666,10.32341383871007
1941-04-01,7.34933333333333,8.8975965512053
1941-07-01,7.3212,6.207323606908943
1941-10-01,7.3835,3.183710043037613
1942-01-01,7.34326666666666,1.1298368845153783
1942-04-01,7.34326666666666,-0.0825812587485153
1942-07-01,7.3835,0.8473531968021586
1942-10-01,7.34326666666666,-0.5463987356038702
1943-01-01,7.303,-0.5498570937680025
1943-04-01,7.32313333333333,-0.2745506188306379
1943-07-01,7.303,-1.0962558293718727
1943-10-01,7.303,-0.5498570937680025
1944-01-01,7.3634,0.8236559955487
1944-04-01,7.3835,0.8209493544345081
1944-07-01,7.4237,1.6392362546683081
1944-10-01,7.4237,1.6392362546683081
1945-01-01,7.4237,0.8155802591196082
1945-04-01,7.55596666666666,2.3089757192634286
1945-07-01,7.49926666666666,1.0127652799271747
1945-10-01,7.4804,0.7608681307771814
1946-01-01,7.4804,0.7608681307771814
1946-04-01,7.51813333333333,-0.5019657926341292
1946-07-01,7.51813333333333,0.25126422140568927
1946-10-01,7.4804,0.0
1947-01-01,7.4804,0.0
1947-04-01,7.4804,-0.5031613705556826
1947-07-01,7.53033333333333,0.16214280089905664
1947-10-01,7.67993333333333,2.632460007392101
1948-01-01,7.87943333333333,5.196972277803047
1948-04-01,8.12866666666666,8.31106419775347
1948-07-01,8.07879999999999,7.030403844512012
1948-10-01,8.10376666666666,5.371810759961493
1949-01-01,8.1537,3.421582269112422
1949-04-01,8.1537,0.30749034916199847
1949-07-01,8.3033,2.740967949379902
1949-10-01,8.35316666666666,3.031173431987799
1950-01-01,8.42789999999999,3.30758186987663
1950-04-01,8.47776666666666,3.8975238375760224
1950-07-01,8.52769999999999,2.666666242242677
1950-10-01,8.52766666666666,2.067507124440171
1951-01-01,8.7018,3.1982270151773573
1951-04-01,9.04223333333333,6.445914370237249
1951-07-01,9.3391,9.089019928649122
1951-10-01,9.5107,10.910170084797155
1952-01-01,9.77213333333333,11.600489691653904
1952-04-01,10.0376666666666,10.443848949547307
1952-07-01,10.1173333333333,8.004023666973348
1952-10-01,10.197,6.96760788038735
1953-01-01,10.2766666666666,5.03411555012816
1953-04-01,10.4094333333333,3.6367762771760237
1953-07-01,10.3828666666666,2.590688721057166
1953-10-01,10.3563,1.5501470801406736
1954-01-01,10.436,1.5385414044539303
1954-04-01,10.5156,1.0147422560719654
1954-07-01,10.5421666666666,1.5226076349684092
1954-10-01,10.7015333333333,3.2792003198271136
1955-01-01,10.7592333333333,3.0502933371694407
1955-04-01,10.8879333333333,3.47952735139363
1955-07-01,11.0855666666666,5.0260873809188755
1955-10-01,11.2831666666666,5.292490615056478
1956-01-01,11.3613,5.444854271917654
1956-04-01,11.6049,6.377228033222826
1956-07-01,11.6049333333333,4.578633316561209
1956-10-01,11.6554666666666,3.2463372193842766
1957-01-01,11.7526,3.3861649342504574
1957-04-01,11.8195333333333,1.8326107379246448
1957-07-01,11.9757,3.144930164376536
1957-10-01,12.1095,3.821495679486908
1958-01-01,12.1541,3.359206871541076
1958-04-01,12.3325,4.248452403267722
1958-07-01,12.1764,1.6620055387532862
1958-10-01,12.3548,2.005438301027951
1959-01-01,12.3994,1.9981522920255124
1959-04-01,12.3102,-0.18098671076782757
1959-07-01,12.2879,0.9115386260468483
1959-10-01,12.3548,0.0
1960-01-01,12.3771,-0.1800093315974749
1960-04-01,12.4217,0.901675612702979
1960-07-01,12.4663,1.4413965203767365
1960-10-01,12.5778,1.7888703684432183
1961-01-01,12.667,2.3152195473946424
1961-04-01,12.8231,3.1803288788556205
1961-07-01,13.0015,4.203573186549248
1961-10-01,13.1353,4.336990740207547
1962-01-01,13.2691,4.6437837387357295
1962-04-01,13.5144,5.250755169271759
1962-07-01,13.4921,3.703959355089248
1962-10-01,13.4698,2.514687988426445
1963-01-01,13.6705,2.9802202622873253
1963-04-01,13.782,1.960760930863481
1963-07-01,13.6482,1.1503315832212646
1963-10-01,13.7597,2.129388743984739
1964-01-01,13.8712,1.4574521736600232
1964-04-01,14.1389,2.556647101370446
1964-07-01,14.2281,4.16112376524902
1964-10-01,14.3842,4.438635202881169
1965-01-01,14.518,4.557451061432305
1965-04-01,14.8525,4.923833729903837
1965-07-01,14.9194,4.74434970335551
1965-10-01,15.0532,4.546021120744559
1966-01-01,15.1201,4.063572562348083
1966-04-01,15.4323,3.8294514291128845
1966-07-01,15.4992,3.812603020020422
1966-10-01,15.6107,3.6365983393049195
1967-01-01,15.6553,3.4784533315270316
1967-04-01,15.8114,2.426848331168774
1967-07-01,15.7445,1.5702688245716523
1967-10-01,15.9452,2.1201266929073093
1968-01-01,16.1459666666666,3.0860758674470024
1968-04-01,16.5474,4.549779093316086
1968-07-01,16.6143,5.37726723784635
1968-10-01,16.8373,5.443881991765531
1969-01-01,17.1718,6.159822695162598
1969-04-01,17.4394,5.250302443555244
1969-07-01,17.4617,4.9746140764233004
1969-10-01,17.6847,4.910319556717102
1970-01-01,18.0192,4.816935265066613
1970-04-01,18.443,5.595288048137981
1970-07-01,18.666,6.669377606515825
1970-10-01,19.0674,7.528021153133002
1971-01-01,19.558,8.194655381192106
1971-04-01,20.2716333333333,9.453764136909903
1971-07-01,20.5616,9.672157142718474
1971-10-01,20.7846,8.623225735536
1972-01-01,21.1191,7.679343440362674
1972-04-01,21.5205,5.97834331546494
1972-07-01,21.8773,6.202431100295858
1972-10-01,22.4125,7.540651105941354
1973-01-01,22.814,7.719653831199613
1973-04-01,23.5276,8.916823086269643
1973-07-01,23.8844,8.777595658427328
1973-10-01,24.7095666666666,9.75716441557477
1974-01-01,25.7,11.911660929546786
1974-04-01,27.2666666666666,14.749075485347563
1974-07-01,27.9,15.540116266934856
1974-10-01,29.1666666666666,16.58360216084578
1975-01-01,30.9333333333333,18.534335922287013
1975-04-01,33.8666666666666,21.676629153568072
1975-07-01,35.3333333333333,23.620011661663654
1975-10-01,36.5666666666666,22.611057391761634
1976-01-01,37.9,20.31167609643365
1976-04-01,39.2333333333333,14.70954791218504
1976-07-01,40.1666666666666,12.821065881864202
1976-10-01,42.0,13.853253967029522
1977-01-01,44.1333333333333,15.226424274641648
1977-04-01,46.1,16.128622440448215
1977-07-01,46.8333333333333,15.355773584309151
1977-10-01,47.5333333333333,12.376160102871703
1978-01-01,48.3,9.021620582372947
1978-04-01,49.6333333333333,7.384970101925026
1978-07-01,50.4666666666666,7.471785222954752
1978-10-01,51.3666666666666,7.755823434587361
1979-01-01,52.9666666666666,9.223122421603236
1979-04-01,54.8999999999999,10.085069749362985
1979-07-01,58.5666666666666,14.88526541897035
1979-10-01,60.2333333333333,15.923645527211372
1980-01-01,63.0666666666666,17.452958307510833
1980-04-01,66.7333333333333,19.51912296975271
1980-07-01,68.1666666666666,15.178998028980484
1980-10-01,69.4333333333333,14.214115066874289
1981-01-01,71.0666666666666,11.942603567391163
1981-04-01,74.5666666666666,11.098900161496328
1981-07-01,75.8333333333333,10.658226290814898
1981-10-01,77.7,11.24881977747858
1982-01-01,78.9666666666666,10.54074188730505
1982-04-01,81.5,8.890944041884374
1982-07-01,81.9,7.6961041136129005
1982-10-01,82.5,5.994303596703343
1983-01-01,82.9,4.860923964461961
1983-04-01,84.5666666666666,3.693715769030881
1983-07-01,85.7,4.535383474471022
1983-10-01,86.6666666666666,4.92710490067827
1984-01-01,87.1666666666666,5.018693269561769
1984-04-01,88.9333333333333,5.034684743623252
1984-07-01,89.7,4.5617943461016
1984-10-01,90.8666666666666,4.732388824690403
1985-01-01,91.9666666666666,5.360419771826308
1985-04-01,95.1333333333333,6.73923910012677
1985-07-01,95.3666666666666,6.125834232320404
1985-10-01,95.8333333333333,5.321734097497366
1986-01-01,96.5,4.81168157898102
1986-04-01,97.7666666666666,2.7304270940669007
1986-07-01,97.8666666666666,2.5876896684295936
1986-10-01,99.1333333333333,3.3855173788649218
1987-01-01,100.333333333333,3.895496773582252
1987-04-01,101.866666666666,4.108108130895438
1987-07-01,102.1,4.234671709836935
1987-10-01,103.2,4.020310768951774
1988-01-01,103.7,3.3004139154718892
1988-04-01,106.2,4.165934018358897
1988-07-01,107.666666666666,5.30873093839217
1988-10-01,109.933333333333,6.320526840992358
1989-01-01,111.7,7.43145908396734
1989-04-01,114.9,7.873807604687144
1989-07-01,115.966666666666,7.426275893524004
1989-10-01,118.266666666666,7.306784030992297
1990-01-01,120.366666666666,7.472593354014201
1990-04-01,126.0,9.22197220967682
1990-07-01,128.066666666666,9.924816817656001
1990-10-01,130.066666666666,9.510517775358718
1991-01-01,130.833333333333,8.3381608939054
1991-04-01,133.566666666666,5.831882202250593
1991-07-01,134.166666666666,4.6531846524162646
1991-10-01,135.466666666666,4.0678468075261875
1992-01-01,136.2,4.020014516106052
1992-04-01,139.133333333333,4.083197700100438
1992-07-01,139.033333333333,3.5630904344283287
1992-10-01,139.6,3.005558273211406
1993-01-01,138.666666666666,1.7948577877737293
1993-04-01,140.9,1.261771292964653
1993-07-01,141.3,1.6171577155694727
1993-10-01,141.766666666666,1.540132326320176
1994-01-01,141.966666666666,2.3519316667904633
1994-04-01,144.533333333333,2.5459742552689235
1994-07-01,144.566666666666,2.2855472482724792
1994-10-01,145.5,2.599357302007377
1995-01-01,146.8,3.3478827919362075
1995-04-01,149.466666666666,3.3563241072566363
1995-07-01,149.866666666666,3.600524773816094
1995-10-01,150.1,3.1125652027868433
1996-01-01,150.866666666666,2.732532835090762
1996-04-01,152.833333333333,2.227460049851704
1996-07-01,153.1,2.1345292752270595
1996-10-01,154.033333333333,2.5867290568692525
1997-01-01,154.933333333333,2.6598472338266177
1997-04-01,156.9,2.6260656710579866
1997-07-01,158.433333333333,3.4242592288213913
1997-10-01,159.7,3.612802601285825
1998-01-01,160.2,3.3428117764669807
1998-04-01,163.166666666666,3.9163513563464036
1998-07-01,163.7,3.270158942523693
1998-10-01,164.433333333333,2.9208164350614574
1999-01-01,163.733333333333,2.1816053530561597
1999-04-01,165.466666666666,1.3997591359887096
1999-07-01,165.6,1.1539757574070109
1999-10-01,166.833333333333,1.4490090515582033
2000-01-01,167.5,2.274426310030009
2000-04-01,170.633333333333,3.0747240133087494
2000-07-01,170.9,3.150334817038658
2000-10-01,171.966666666666,3.030534949532715
2001-01-01,171.766666666666,2.5153615400943963
2001-04-01,173.9,1.8963416564811375
2001-07-01,173.966666666666,1.7785119859707876
2001-10-01,173.766666666666,1.041274352345667
2002-01-01,173.863333333333,1.2132583315344725
2002-04-01,176.033333333333,1.2192949684538767
2002-07-01,176.633333333333,1.5212310849351596
2002-10-01,178.2,2.5193111930762235
2003-01-01,179.2,3.0232950559420324
2003-04-01,181.333333333333,2.966358714305528
2003-07-01,181.8,2.8831160912773157
2003-10-01,182.933333333333,2.6215272706854975
2004-01-01,183.833333333333,2.5527049484615816
2004-04-01,186.333333333333,2.720022629915597
2004-07-01,187.433333333333,3.051604488666637
2004-10-01,189.166666666666,3.350667294388021
2005-01-01,189.666666666666,3.123859543277163
2005-04-01,191.933333333333,2.9610905022976475
2005-07-01,192.633333333333,2.736532802557612
2005-10-01,193.666666666666,2.351000749635368
2006-01-01,194.2,2.362041039900742
2006-04-01,197.566666666666,2.892799061571605
2006-07-01,199.266666666666,3.3855406526103415
2006-10-01,201.4,3.9154512100664007
2007-01-01,203.033333333333,4.44816133171031
2007-04-01,206.3,4.325533995152675
2007-07-01,207.133333333333,3.8718747109111717
2007-10-01,209.833333333333,4.102058453182877
2008-01-01,211.1,3.8961785679947347
2008-04-01,215.3,4.270098429311098
2008-07-01,217.366666666666,4.822292744020817
2008-10-01,215.533333333333,2.6802011806930537
2009-01-01,210.933333333333,-0.07898270689423725
2009-04-01,212.566666666666,-1.27767397172045
2009-07-01,214.366666666666,-1.3897691258339506
2009-10-01,216.866666666666,0.6167148747916684
2010-01-01,219.266666666666,3.8746517301510686
2010-04-01,223.5,5.015574940051071
2010-07-01,224.466666666666,4.603927358615678
2010-10-01,227.0,4.566729211026477
2011-01-01,229.0,4.343335846739649
