date,gdp_growth,cpi_inflation,ffr
1973-01-01,10.109876003086,4.02861530054941,10.56
1973-04-01,4.60000175957148,5.45641626525655,9.99666666666666
1973-07-01,-2.13845552982015,6.60848195150064,9.32333333333333
1973-10-01,3.79741984272149,8.08140451562596,11.25
1974-01-01,-3.52846843740352,9.45202202947993,12.09
1974-04-01,1.02524517569714,10.0246264954155,9.34666666666666
1974-07-01,-3.9772880947462,10.8470764802459,6.30333333333333
1974-10-01,-1.57898188135703,11.373714529561,5.42
1975-01-01,-4.89145541655919,10.5601514535952,6.16
1975-04-01,3.0413974015145,9.11414965243952,5.41333333333333
1975-07-01,6.6824195021715,8.32673925537323,4.82666666666666
1975-10-01,5.19277725866488,7.12477425781505,5.19666666666666
1976-01-01,8.99503548341548,6.14887529189035,5.28333333333333
1976-04-01,2.99034622973654,5.84095620214648,4.87333333333333
1976-07-01,1.96052128350124,5.43918738321184,4.66
1976-10-01,2.89206332540964,5.05764933235619,5.15666666666666
1977-01-01,4.61928088917548,5.73382222085222,5.82
1977-04-01,7.86608932802401,6.57603659357672,6.51333333333333
1977-07-01,7.09122938752714,6.36690129449156,6.75666666666666
1977-10-01,-0.080713951863803,6.38529143689922,7.28333333333333
1978-01-01,1.36261372406613,6.27518095215177,8.1
1978-04-01,15.4367371701269,6.79038585023937,9.58333333333333
1978-07-01,3.90028385802743,7.71696779065465,10.0733333333333
1978-10-01,5.25426150453957,8.55299983475992,10.18
1979-01-01,0.66654656768529,9.33134072193267,10.9466666666666
1979-04-01,0.377445920280275,10.2132068220887,13.5766666666666
1979-07-01,2.86381907983081,11.084255012375,15.0466666666666
1979-10-01,1.10177918471291,11.9014257110984,12.6866666666666
1980-01-01,1.28835507209243,13.2844092033119,9.83666666666666
1980-04-01,-8.28354058062737,13.4766019842507,15.8533333333333
1980-07-01,-0.747146533381616,12.1654819881509,16.57
1980-10-01,7.33461944397432,11.813270428733,17.78
1981-01-01,8.22287813671864,10.6746823257749,17.5766666666666
1981-04-01,-3.20309313899796,9.41712783254519,13.5866666666666
1981-07-01,4.83155690750824,10.3030215099929,14.2266666666666
1981-10-01,-5.01287296295946,9.15418957408649,14.5133333333333
1982-01-01,-6.62369948805255,7.30986901771148,11.0066666666666
1982-04-01,2.16577522902215,6.67712992486406,9.28666666666666
1982-07-01,-1.54481073299662,5.65607363247435,8.65333333333333
1982-10-01,0.313527713838491,4.34807188174388,8.80333333333333
1983-01-01,4.94293213336366,3.53107737476112,9.46
1983-04-01,8.89102951656672,3.24979602379538,9.43
1983-07-01,7.81444148813346,2.49481935983154,9.68666666666666
1983-10-01,8.1835627389487,3.18217228433834,10.5566666666666
1984-01-01,7.68465536081366,4.52156353229796,11.39
1984-04-01,6.84523812421564,4.31077904531068,9.26666666666666
1984-07-01,3.8656438732664,4.20602306832435,8.47666666666666
1984-10-01,3.24799162160764,4.07050257060598,7.92333333333333
1985-01-01,3.75628803803035,3.57599346676319,7.9
1985-04-01,3.368416076156,3.54349421999423,8.10333333333333
1985-07-01,6.20122194570617,3.29768040418805,7.82666666666666
1985-10-01,3.02467637456955,3.45286515090857,6.92
1986-01-01,3.82871144096904,3.05856722598655,6.20666666666666
1986-04-01,1.60298072959482,1.66448785592876,6.26666666666666
1986-07-01,3.83912615393306,1.65437028304307,6.22
1986-10-01,1.92820081350829,1.33704001362596,6.65
1987-01-01,2.20822509188488,2.0178919924331,6.84333333333333
1987-04-01,4.23167300164963,3.632317011178,6.91666666666666
1987-07-01,3.45705852021184,4.07822756884778,6.66333333333333
1987-10-01,6.78284882670248,4.31128779335112,7.15666666666666
1988-01-01,2.06492106627251,3.88908090757174,7.98333333333333
1988-04-01,5.10560627881508,3.9028252837754,8.47
1988-07-01,2.05977466646572,4.05879028099867,9.44333333333333
1988-10-01,5.30526255983718,4.2160791480687,9.72666666666666
1989-01-01,3.73733462809716,4.56812604582816,9.08333333333333
1989-04-01,2.98120270195716,5.03130565355402,8.61333333333333
1989-07-01,3.16103060932515,4.5990354228857,8.25
1989-10-01,0.871970657993093,4.52339284959932,8.24333333333333
1990-01-01,4.15720853981434,5.10051168056137,8.16
1990-04-01,1.58634658696058,4.48150422249603,7.74333333333333
1990-07-01,-0.00496305625012072,5.41330011117966,6.42666666666666
1990-10-01,-3.5193766577801,6.08750811738116,5.86333333333333
1991-01-01,-1.94239705115659,5.12603466837049,5.64333333333333
1991-04-01,2.68773732821605,4.73301249114026,4.81666666666666
1991-07-01,1.68066426427623,3.78131251999949,4.02333333333333
1991-10-01,1.56458772105269,2.92210476926367,3.77
1992-01-01,4.36817968060376,2.85253146610603,3.25666666666666
1992-04-01,4.22881776004886,3.02739039079335,3.03666666666666
1992-07-01,4.10774892201046,3.02848415587614,3.04
1992-10-01,4.18481818256471,3.07452338968612,3.0
1993-01-01,0.735927089691684,3.12395489820343,3.06
1993-04-01,2.54863767025145,3.07726393284398,2.99
1993-07-01,2.10137107351256,2.77833128560555,3.21333333333333
1993-10-01,5.2495964510058,2.73161262005014,3.94
1994-01-01,3.87299605839552,2.50775164934636,4.48666666666666
1994-04-01,5.43501465587004,2.3545871957928,5.16666666666666
1994-07-01,2.56879136070874,2.81495370997355,5.81
1994-10-01,4.41830542753959,2.57003389747505,6.02
1995-01-01,0.980669986730873,2.80074309752532,5.79666666666666
1995-04-01,0.858882455058469,3.04846518959727,5.72
1995-07-01,3.34704189015477,2.6293397741709,5.36333333333333
1995-10-01,2.77957960887726,2.5925391998461,5.24333333333333
1996-01-01,2.73011937959581,2.74582308031298,5.30666666666666
1996-04-01,6.85756812680898,2.78786991717498,5.28
1996-07-01,3.4631884411454,2.85878816211318,5.27666666666666
1996-10-01,4.34353948846554,3.18007865976741,5.52333333333333
1997-01-01,3.06148846080324,2.90260829305666,5.53333333333333
1997-04-01,5.89049349412318,2.27578231065012,5.50666666666666
1997-07-01,4.98833855801937,2.2006234312467,5.51999999999999
1997-10-01,3.05694110301746,1.87334318868352,5.5
1998-01-01,3.75892147332106,1.47173835959654,5.53333333333333
1998-04-01,3.58269587942757,1.57085060164622,4.86
1998-07-01,5.24294772704863,1.58375776811363,4.73333333333333
1998-10-01,6.86507799405394,1.51420175325816,4.74666666666666
1999-01-01,3.54735895767757,1.67316287151361,5.09333333333333
1999-04-01,3.11203719600555,2.09049938486742,5.30666666666666
1999-07-01,5.05589439349386,2.31901346993283,5.67666666666666
1999-10-01,7.12295891941657,2.58602526389147,6.27333333333333
2000-01-01,1.04092581400129,3.20501302831502,6.51999999999999
2000-04-01,7.73066234103357,3.24022906377773,6.47333333333333
2000-07-01,0.333830547112904,3.41015843801044,5.59333333333333
2000-10-01,2.35727861643319,3.38554682664961,4.32666666666666
2001-01-01,-1.31850576927588,3.3536803016439,3.49666666666666
2001-04-01,2.61509191807522,3.27088153302138,2.13333333333333
2001-07-01,-1.09900823822598,2.64311858383529,1.73333333333333
2001-10-01,1.40843976116858,1.85764600549592,1.75
2002-01-01,3.42289252928044,1.2241398310352,1.74
2002-04-01,2.11672888353581,1.30912175313537,1.44333333333333
2002-07-01,1.99177423198896,1.56399155248826,1.25
2002-10-01,0.082775747001601,2.22842399027145,1.24666666666666
2003-01-01,1.61758220150878,2.93268970950496,1.01666666666666
2003-04-01,3.17819029649317,1.98609049699316,0.996666666666666
2003-07-01,6.65043070929694,2.19235328866304,1.00333333333333
2003-10-01,3.57992739167811,1.98205388205769,1.01
2004-01-01,2.80675033720511,1.801832782591,1.43333333333333
2004-04-01,2.83304527562719,2.74726373819166,1.95
2004-07-01,2.92692589263182,2.64006143923012,2.47
2004-10-01,3.45719929243727,3.32877378661632,2.94333333333333
2005-01-01,3.97046283686918,2.98966772558571,3.46
2005-04-01,1.70053118999869,2.88156480684373,3.98
2005-07-01,3.02961002242949,3.7453038493424,4.45666666666666
2005-10-01,2.06040900840517,3.60873531205924,4.90666666666666
2006-01-01,5.21192196368043,3.60812832990567,5.24666666666666
2006-04-01,1.4405852098709,3.86543551542373,5.24666666666666
2006-07-01,0.104904275450471,3.28880609860029,5.25666666666666
2006-10-01,2.91395477701412,1.92973851426304,5.25
2007-01-01,0.87495254771344,2.41710150928254,5.07333333333333
2007-04-01,3.18986296741369,2.63289314930564,4.49666666666666
2007-07-01,2.2492180219763,2.3230831754847,3.17666666666666
2007-10-01,2.85372192684213,3.93260795299461,2.08666666666666
2008-01-01,-0.728016468983657,4.08101960887468,1.94
2008-04-01,0.59329853338522,4.20867691890548,0.506666666666666
2008-07-01,-4.07790609844675,5.14001455470962,0.183333333333333
2008-10-01,-7.01237005944946,1.54318083155425,0.18
2009-01-01,-4.99032659086548,-0.155332652044761,0.156666666666666
2009-04-01,-0.705076890851152,-0.970625209964549,0.12
2009-07-01,1.58312374564079,-1.60826744773754,0.133333333333333
2009-10-01,4.89036145700606,1.45297785469199,0.193333333333333
2010-01-01,3.66394230799295,2.39149991694426,0.186666666666666
2010-04-01,1.70428264522348,1.75181554495309,0.19
